timestamp,sensor_id,value,unit
2025-05-29T20:09:43.167294,temp,7.672245430873335,°C
2025-05-29T20:09:44.167361,temp,38.860616394058574,°C
2025-05-29T20:09:45.167751,temp,19.39975794841817,°C
2025-05-29T20:09:46.168214,temp,47.730760622377744,°C
2025-05-29T20:09:47.168442,temp,13.830160784008907,°C
2025-05-29T20:09:48.168733,temp,7.565504308342923,°C
2025-05-29T20:09:49.169032,temp,10.8118962487126,°C
2025-05-29T20:09:50.169472,temp,34.44415175631401,°C
2025-05-29T20:09:51.169914,temp,43.9336103200314,°C
2025-05-29T20:09:52.170460,temp,15.289222625962935,°C
